,gameId,season,date,HomeTeam,f_goals_home,f_xg_home,f_ns_xg_home,f_adj_score_home,f_margin_home,f_opp_goals_home,f_opp_xg_home,f_opp_ns_xg_home,f_opp_adj_score_home,AwayTeam,f_goals_away,f_xg_away,f_ns_xg_away,f_adj_score_away,f_margin_away,f_opp_goals_away,f_opp_xg_away,f_opp_ns_xg_away,f_opp_adj_score_away,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,FTR,FTHG,FTAG,f_homeElo,f_awayElo,f_winPct
736,737,2017,2018-05-05,Watford,1.0006719839961336,1.0984530198831244,1.340866494214796,1.0013815336187322,-0.7440574494870851,1.7447294334832184,1.4377007914386606,1.3954145100551723,1.7268729919218506,Newcastle,1.0234079145762516,1.2265311532888619,1.1109982257666409,1.061959701275118,-0.17905832695875057,1.202466241535002,1.4101087795584946,1.6904247945658921,1.2434097463252753,56.99,58.9,0.4193,0.2878,0.2929,1.32,1.04,0.0,0.0,H,2.0,1.0,1428.6800059256193,1471.8395615689888,0.5127196771615214
737,738,2017,2018-05-05,West Bromwich Albion,0.9092185227019752,0.9668296803158697,1.1196566973004387,0.9512146104789228,-0.6008034384078087,1.5100219611097838,1.3063588284804146,1.6776555994364488,1.5279902562850265,Tottenham Hotspur,2.0916202839628917,2.0010371064720136,1.7452111987702243,2.0776312062798548,1.2447319491045143,0.8468883348583773,1.0058583455893622,0.9343702649143553,0.8664510328500359,54.9,85.09,0.1471,0.6336,0.2193,0.85,2.01,1.5,6.5,H,1.0,0.0,1412.932340626946,1626.2309945711409,0.283227163839358
738,739,2017,2018-05-05,Leicester City,1.3407537431205079,1.2833637698631668,1.1673884824724485,1.3304006450466748,-0.21751348142244367,1.5582672245429523,1.3224613570273815,1.4303182417618967,1.5166841785323208,West Ham United,1.2623654133921458,1.0500437689938809,1.1949263784842585,1.2906245681122233,-0.6210681996207773,1.883433613012924,1.589970356962297,1.8777596724182797,1.8800563016922933,62.77,53.38,0.5476,0.2113,0.2412,1.86,1.07,0.0,7.9,A,0.0,2.0,1481.5337195421475,1433.7746854714492,0.6397453725416449
739,740,2017,2018-05-05,AFC Bournemouth,1.2932100827596986,1.2111201598793113,1.3385930087409306,1.344527226316139,-0.4797164309275436,1.7729265136872423,1.7141994536786924,1.7476447125443964,1.7606163489776814,Swansea City,0.90366836767024,0.851804923675344,0.9416655354653323,0.9364713599172838,-0.6681965178669834,1.571864885537224,1.675930047025292,1.756972759161693,1.5582412469312286,56.28,50.48,0.5064,0.231,0.2626,1.63,1.02,0.1,53.1,H,1.0,0.0,1449.3671882445262,1440.7477725419665,0.5863637599413418
740,741,2017,2018-05-05,Everton,1.288119924455078,1.29787611035581,1.2590363047703041,1.284702808926892,-0.05449106085922663,1.3426109853143045,1.4838961155091581,1.635036979467599,1.3278231841354433,Southampton,1.0241154476875085,1.248388133772421,1.3028345433172654,1.0417524683388688,-0.5249686758127498,1.5490841235002581,1.3126497823905667,1.5784187196708532,1.6055036976301376,61.47,58.6,0.4732,0.2552,0.2717,1.54,1.06,0.0,91.7,D,1.0,1.0,1489.41599644902,1427.9627380569414,0.6577063259292075
741,742,2017,2018-05-06,Manchester City,2.7328955408962585,2.3795610942081855,2.388193285584691,2.7004769973556306,1.905520957405449,0.827374583490809,0.7133697553677557,0.7432607216332962,0.8586650527307574,Huddersfield Town,0.7465147910202564,0.7949923784480197,0.8897757961115178,0.7429643930026555,-0.8382543652609928,1.5847691562812498,1.440494108369274,1.3249070187477525,1.5969649898792757,91.33,46.98,0.9151,0.0116,0.0733,3.02,0.2,0.0,34.3,D,0.0,0.0,1713.5588772662531,1410.4203187424093,0.8853746471844719
742,743,2017,2018-05-06,Chelsea,1.8247900588802566,1.6561103533785506,2.208832610253561,1.8317717386827825,0.8066203248425929,1.0181697340376643,0.9251297664341896,1.1310882903730561,1.017188934679839,Liverpool,2.154343991594602,1.9953496399711657,2.08305877407386,2.1668804270058812,1.211771778285331,0.9425722133092705,0.997456476096011,0.8608811157979037,0.968318364937549,80.7,87.61,0.3484,0.404,0.2476,1.55,1.68,44.2,24.6,H,1.0,0.0,1569.758165040666,1624.2676759598326,0.4963885862827941
743,744,2017,2018-05-06,Arsenal,1.9652299059290443,1.840572924276236,2.5313252547732144,1.922883233239657,0.6215395646504777,1.343690341278567,1.398501682015657,1.2863808958446976,1.3888928800322904,Burnley,1.023174221888799,0.9906969108901639,1.2494773495585263,1.0456871246965456,0.00022533301998840636,1.0229488888688105,1.353101982786388,1.6570969082385996,1.0627679908011618,80.32,61.81,0.6531,0.1386,0.2084,2.12,0.86,0.0,0.0,H,5.0,0.0,1541.1601851449534,1516.8655935330669,0.6080652857175349
744,745,2017,2018-05-08,Swansea City,0.8690472126240156,0.8662942549871296,0.9779979287491413,0.900593463436707,-0.6809085040455194,1.5499557166695357,1.6734041487401143,1.740231549457832,1.5387696137077964,Southampton,1.0231915416581863,1.2243134579434654,1.2739921024608518,1.0420684460610112,-0.504856184803928,1.5280477264621142,1.28036635872595,1.5696675890657479,1.5761758787617648,50.63,58.99,0.3534,0.342,0.3046,1.14,1.12,100.0,100.0,A,0.0,1.0,1434.1295927010278,1430.4860392718087,0.5793998098081387
745,746,2017,2018-05-09,Leicester City,1.2893870638385354,1.25143610998422,1.143352105076731,1.2794306115104719,-0.2858037351651724,1.5751907990037086,1.3219839401019187,1.4352865823824756,1.5390320532820074,Arsenal,2.0814973882437684,1.8673692293129927,2.5477485526885317,2.0461367434526667,0.7892862325866412,1.2922111556571276,1.3533511700413472,1.2796234275513518,1.3356819041228827,60.43,82.09,0.2225,0.5599,0.2176,1.32,2.18,0.0,0.0,H,3.0,1.0,1467.0579342251265,1555.1824677669943,0.448199151543944
746,747,2017,2018-05-09,Chelsea,1.7931908732379658,1.6179475801519316,2.2015980944607527,1.8018206620002248,0.8140290468427596,0.9791618263952069,0.9130565801927301,1.1632285017693746,0.9782186032189227,Huddersfield Town,0.7099912152968917,0.7830060148909571,0.8692380743402439,0.7066145221172977,-0.7972423891376422,1.5072336044345345,1.4150286973563067,1.3505974317084428,1.5188327513261681,80.98,48.54,0.8171,0.0326,0.1503,2.22,0.26,49.3,54.2,D,1.0,1.0,1577.8159476601413,1416.586313097361,0.7733716804507504
747,748,2017,2018-05-09,Tottenham Hotspur,2.011486561527083,1.9688154673126568,1.7779596900065042,1.9980334304863603,1.1587322443151131,0.8527543172119701,1.0041014301659466,0.9368846577107974,0.8734831228042924,Newcastle,1.0222626717078775,1.2056629225948272,1.1270947872264758,1.0613745674500352,-0.219223271740098,1.2414859434479752,1.5099113854189863,1.6375645200309468,1.2853188141298488,84.32,58.06,0.7864,0.0552,0.1584,2.32,0.45,44.8,0.0,H,1.0,0.0,1614.7626291925706,1464.0430764035732,0.7625928280722633
748,749,2017,2018-05-09,Manchester City,2.6281934138422427,2.3236426923366063,2.367574136069585,2.597016882816877,1.832517033764473,0.7956763800777695,0.7071107671893461,0.7327916135509804,0.8257680553510571,Brighton and Hove Albion,0.9550397599988922,1.103710803802058,1.0969648872567412,0.9751148589104568,-0.34807338404842564,1.303113144047318,1.3224216167269,1.6153621645236331,1.287287590757753,90.49,55.03,0.8822,0.0208,0.097,2.79,0.28,0.0,0.0,H,3.0,1.0,1707.3928829113015,1457.0880546914095,0.8507132900492176
749,750,2017,2018-05-10,West Ham United,1.2906255166601703,1.0600031581911566,1.2089130033413047,1.3216331917627713,-0.5206503784683689,1.81127589512854,1.5462960491205366,1.8265077013519644,1.8080279746586396,Manchester United,1.6518964320609257,1.5510084609099763,1.7851474130696263,1.6625474353276037,0.8513981376303998,0.8004982944305256,1.1597195362780086,1.384835093376553,0.8389031481026245,55.85,78.61,0.2134,0.5507,0.2358,1.11,1.92,0.0,0.0,D,0.0,0.0,1448.2504707884702,1620.7583893617104,0.33321064203263123
750,751,2017,2018-05-13,Swansea City,0.8358387153870943,0.8503865960985586,0.9784565583197581,0.8661795039789412,-0.6931017990792081,1.528940514466303,1.6820629506914386,1.7367835731944872,1.5200924876201385,Stoke City,0.86383065932896,0.9830200571790662,1.2638326298949762,0.8943241711110045,-0.7861886729880806,1.6500193323170402,1.6207146395922183,1.6459845297985671,1.6407888161354167,49.23,52.03,0.4044,0.2833,0.3123,1.18,0.94,0.3,0.0,A,1.0,2.0,1424.8591957440976,1401.9447255277005,0.6061702925011032
751,752,2017,2018-05-13,Newcastle,0.9729001422178071,1.1865573411965702,1.1465500808585998,1.0101234215011838,-0.2569250438389462,1.229825186056753,1.477080150607969,1.6444423761583333,1.273955852120636,Chelsea,1.7628810390429506,1.6478317858042753,2.3505659146527247,1.7730916884599845,0.7829229332045505,0.9799581058384006,0.9079721509333083,1.1271853494068973,0.9809615523729384,58.98,80.83,0.2189,0.5251,0.256,1.01,1.7,0.0,11.4,H,3.0,0.0,1460.2445616527293,1573.4420007729293,0.41282944793400955
752,753,2017,2018-05-13,Burnley,0.9840761408790349,0.961246628024033,1.2441475664234511,1.005728768594904,-0.19084595372196445,1.1749220946009995,1.3984563650944963,1.7068841385457911,1.2185693626310552,AFC Bournemouth,1.282005782139756,1.2263623698261286,1.337882522739215,1.3332725943016304,-0.42317271466670575,1.7051784968064616,1.6956969649921951,1.7530844689827796,1.6933387346996651,59.71,56.15,0.48,0.2476,0.2724,1.53,1.03,0.0,0.0,A,1.0,2.0,1502.843310911026,1455.9853680854649,0.6385490311284173
753,754,2017,2018-05-13,Tottenham Hotspur,1.972835095650755,1.925298441137029,1.7780376554240296,1.9618066696159633,1.152666682835625,0.8201684128151302,0.9966843224257517,0.9595490986289322,0.8401051181932894,Leicester City,1.354753920942232,1.2892116424676459,1.1611839042057837,1.3195755312893496,-0.19845737938528465,1.5532113003275174,1.3410143963404602,1.467565223620208,1.5203448987128716,83.63,62.1,0.7473,0.0778,0.1749,2.27,0.58,0.0,0.0,H,5.0,4.0,1618.5611439434144,1479.543762122975,0.7501822340155502
754,755,2017,2018-05-13,Liverpool,2.0720210458984405,1.9424119180351584,2.078738511685462,2.0840784323297923,1.127254371266541,0.9447666746318991,0.9845614086114968,0.9051739870068952,0.9714396272957682,Brighton and Hove Albion,0.9572107784996728,1.1073946199104983,1.0579985538992758,0.9787308766793782,-0.4278408240148179,1.385051602514491,1.3358251885380794,1.6662880103906947,1.375301853180952,87.19,56.04,0.8365,0.0398,0.1238,2.65,0.43,100.0,0.0,H,4.0,0.0,1616.2098933403572,1453.7100820530982,0.7746506292265385
755,756,2017,2018-05-13,Crystal Palace,1.351585307029312,1.4249330791197583,1.404481633599904,1.326023193141926,-0.09864246204627891,1.4502277690755911,1.396631748419802,1.6998210013807764,1.4853913431035153,West Bromwich Albion,0.9126875131022925,0.9665687009161271,1.1150843115382396,0.9549894506571148,-0.5396326806066223,1.4523201937089145,1.300766086589539,1.7129007173456596,1.4696018747715849,65.97,56.01,0.5477,0.1964,0.2559,1.69,0.91,0.0,0.0,H,2.0,0.0,1485.0707412342908,1424.4007060055162,0.6566905912413202
756,757,2017,2018-05-13,Huddersfield Town,0.7239950203691926,0.7828608618859525,0.8378879776599507,0.7231957553439088,-0.7587455311052609,1.4827405514744538,1.4625905191064763,1.5799343045356868,1.4961939803392705,Arsenal,2.0401706311844037,1.8655591309686164,2.537517201683677,2.0080718330404226,0.6827005341317166,1.3574700970526876,1.3872322697009354,1.292247953968251,1.3736773194005585,48.81,80.86,0.152,0.6412,0.2068,0.96,2.19,0.0,0.0,A,0.0,1.0,1420.960259984573,1542.6966398691457,0.40096764536317236
757,758,2017,2018-05-13,West Ham United,1.2413074436241864,1.0470107755273388,1.2158327965824856,1.2711302368492439,-0.500755007533845,1.7420624511580323,1.5162496836350765,1.8258769002323343,1.738938641963542,Everton,1.2771101316887237,1.2662408653151491,1.2625122581797565,1.2677095871698032,-0.05240881927592219,1.3295189509646455,1.4508844547522586,1.5935749656538611,1.3172068559214016,56.06,61.06,0.3934,0.3341,0.2725,1.43,1.3,0.0,0.0,H,3.0,1.0,1450.9191005159482,1486.8926952341526,0.5230475069444267
758,759,2017,2018-05-13,Southampton,1.0223053340553214,1.2501331537424518,1.2883603174957827,1.0423715308454065,-0.4473518148121841,1.4696571488675056,1.2486359549816908,1.5475170208915527,1.515946202451408,Manchester City,2.6424010861179617,2.295990470455106,2.3791305950522705,2.6166192682593503,1.8389169825137133,0.803484103604248,0.72518106366236,0.7158714234145426,0.8343365264377085,60.42,90.05,0.1295,0.675,0.1955,0.88,2.26,0.0,0.0,A,0.0,1.0,1439.756436228739,1710.7708555496129,0.22084509609176792
759,760,2017,2018-05-13,Manchester United,1.5887732814392934,1.5207820222229507,1.7860970934234885,1.599017282868311,0.8188640562936113,0.7699092251456819,1.1429167380026217,1.3850324575529085,0.8068465319934794,Watford,1.0388588410231983,1.1883115917274683,1.3129382325494645,1.0433625304797591,-0.6774125927393754,1.7162714337625737,1.4133326274737468,1.3971182346608457,1.701007958865576,78.32,57.86,0.6745,0.1133,0.2122,2.0,0.67,0.0,0.0,H,1.0,0.0,1618.0897596342325,1436.4764910910349,0.7932759078309871
760,761,2018,2018-08-10,Manchester United,1.5663308285217359,1.4833972511234235,1.753083803157201,1.5780902216205972,0.8257684709748796,0.740562357546856,1.1252715978020056,1.3886523646839775,0.7760917136673265,Leicester City,1.4555835823009884,1.291147557969609,1.1859150276127763,1.4293695599239267,-0.22901002688414412,1.6845936091851337,1.3653708078441722,1.4672768576561612,1.6625093135191085,82.66,69.64,0.64,0.1385,0.2215,2.01,0.81,60.3,21.3,H,2.0,1.0,1501.1654145130458,1499.7652481075254,0.5762495439108288
761,762,2018,2018-08-11,Newcastle,1.0695683358338188,1.2372707189544911,1.140992048905143,1.1121697033409998,-0.1016090343577348,1.1711773701915535,1.4538523070832783,1.621340322633693,1.2132035361958615,Tottenham Hotspur,2.088222474768001,1.9273835173420806,1.7659149159369114,2.087143749825469,1.1468474397591684,0.9413750350088329,1.0097705920862643,0.9919659981629212,0.9681752685719877,67.21,85.75,0.201,0.5565,0.2425,1.03,1.87,23.8,57.8,A,1.0,2.0,1499.7745604094232,1501.176558990712,0.572305922344382
762,763,2018,2018-08-11,Huddersfield Town,0.6894691974121285,0.8165828627307739,0.8861535036827808,0.6887080476804344,-0.7702504570319788,1.4597196544441078,1.487264705573293,1.5718304895263804,1.4749159135897982,Chelsea,1.69568475829247,1.622757008558108,2.3051847461670794,1.7055062052337406,0.6387280920058238,1.0569566662866465,0.9591266407279269,1.1234809054433246,1.063639460443503,60.2,84.39,0.1644,0.5945,0.2411,0.85,1.85,36.1,58.8,A,0.0,3.0,1499.179629865524,1500.5488305898632,0.5723521345515298
763,764,2018,2018-08-11,Watford,0.9992603378936782,1.1689361218744452,1.3193061775098187,1.0035923588289755,-0.6897087565217158,1.6889690944153941,1.380043538122522,1.3789317716282357,1.676193287537284,Brighton and Hove Albion,0.9115633790821734,1.056969660600467,1.0204205349945665,0.9320572283528846,-0.5981896963338905,1.5097530754160644,1.4676429600391097,1.7298899727432577,1.4914075649689984,66.07,63.08,0.4693,0.247,0.2837,1.47,0.99,29.5,33.6,H,2.0,0.0,1499.3584214939167,1499.4863894610082,0.574100097561924
764,765,2018,2018-08-11,AFC Bournemouth,1.3093737893801942,1.2398420845401734,1.3314832927961624,1.3624981795063844,-0.36892520098133247,1.6782989903615266,1.6851881386724519,1.7453434355882416,1.6688163935563247,Cardiff City,,,,,,,,,,62.75,59.47,0.4886,0.2451,0.2664,1.63,1.08,36.3,40.0,H,2.0,0.0,1499.6755406648017,1500.0,0.5738235112454889
765,766,2018,2018-08-11,Fulham,,,,,,,,,,Crystal Palace,1.376301130040971,1.4502836402430366,1.4275623640899673,1.3482828173572432,-0.018647859488694876,1.394948989529666,1.351781712849807,1.6487506306806359,1.4287722227516937,64.41,70.2,0.3881,0.3341,0.2778,1.41,1.29,31.9,18.1,A,0.0,2.0,1500.0,1499.9312538853017,0.5743769509371015
766,767,2018,2018-08-11,Wolverhampton,,,,,,,,,,Everton,1.2665474392577771,1.2846804615839595,1.2547930359210338,1.25941108363069,-0.12664575351519655,1.3931931927729733,1.4401778952840003,1.6098291403215477,1.3756328053534936,62.92,67.49,0.3991,0.317,0.2839,1.38,1.2,33.7,24.0,D,2.0,2.0,1500.0,1499.7705647259413,0.5746030686112841
767,768,2018,2018-08-12,Liverpool,2.145510414841429,2.024653368983153,2.1138545202205568,2.1498659175009065,1.23675570318732,0.9087547116541089,0.9489384429088787,0.8809628640717432,0.9344109631475922,West Ham United,1.3083440706878975,1.0516987937622138,1.246485486114224,1.331312502993941,-0.4054329569514402,1.7137770276393385,1.5251596166005468,1.7966837340069723,1.712678155078749,88.86,64.54,0.8203,0.0505,0.1292,2.75,0.55,54.8,20.7,H,4.0,0.0,1501.184842302769,1499.6324285132596,0.5764635357744309
768,769,2018,2018-08-12,Southampton,0.9833378060608124,1.2211589236750868,1.2720323750428773,1.002639133433598,-0.4684172762844368,1.4517550823452494,1.2357280637518262,1.541894069069072,1.4981855872192296,Burnley,0.9846831155326986,0.9787330719166181,1.255805838047942,1.0074162687884969,-0.2216887282824103,1.206371843815109,1.405376319867052,1.68641956010561,1.252167126325237,68.01,64.97,0.4677,0.242,0.2902,1.42,0.94,24.0,28.8,D,0.0,0.0,1499.3877399810362,1499.9292146535645,0.5735179811832003
769,770,2018,2018-08-12,Arsenal,2.0005221261443715,1.869921308900337,2.4945392804528352,1.9715527132323938,0.6947951358196659,1.305726990324706,1.3911494990002047,1.3135079608798073,1.3213164369753214,Manchester City,2.5797971769241843,2.243160243850166,2.3418087719119884,2.5569039580100448,1.8069397249252255,0.7728574519989585,0.7162165944604948,0.721365216859426,0.8025338635074147,81.57,92.13,0.2765,0.4894,0.2341,1.47,2.0,68.1,74.4,A,0.0,2.0,1500.4714763730715,1502.057322020036,0.5720468583422136
770,771,2018,2018-08-18,Cardiff City,,,,,,,,,,Newcastle,1.0662900193813327,1.2298595428890693,1.1626221957220904,1.1092400377270941,-0.1439445286329645,1.210234548014297,1.4866573527652778,1.615622319302548,1.2549926548006267,58.62,67.27,0.3643,0.342,0.2936,1.25,1.2,42.7,26.4,D,0.0,0.0,1490.3567268742213,1490.617665651913,0.5739129294810857
771,772,2018,2018-08-18,Tottenham Hotspur,2.084867732985381,1.9358487164632385,1.7558032535576664,2.087632620714001,1.1412634290733836,0.9436043039119973,1.0124411307411416,1.015087057468735,0.9712867302045829,Fulham,,,,,,,,,,85.65,63.69,0.7806,0.0627,0.1567,2.44,0.54,60.1,33.4,H,3.0,1.0,1510.3334537482222,1487.003333217124,0.6067413454978272
772,773,2018,2018-08-18,West Ham United,1.2585930686725693,1.0261568214394536,1.2241838291912952,1.2806881049449945,-0.5421197171160772,1.8007127857886471,1.6139440970919066,1.8203859156428024,1.7901492160048382,AFC Bournemouth,1.3356354943599242,1.2763529836662417,1.3675515241344673,1.3707688888344176,-0.2788446135512859,1.61448010791121,1.6576121841839542,1.7230852062003874,1.6053580956826006,63.44,63.61,0.4434,0.2945,0.2621,1.63,1.29,30.4,26.2,A,1.0,2.0,1486.0792616580413,1509.3188137905804,0.5412953306030804
773,774,2018,2018-08-18,Everton,1.2944376560938182,1.2647289982904066,1.2329359953082624,1.2913752601873691,-0.12182993076678564,1.4162675868606034,1.4203976462681611,1.5687676313959167,1.3872066514491133,Southampton,0.9459454700024865,1.2085662971265592,1.2799405377044963,0.964512846422663,-0.45060527302126707,1.3965507430237538,1.247678546873153,1.5368786742328993,1.441215684699711,67.91,67.33,0.4463,0.2687,0.285,1.44,1.05,26.5,23.9,H,2.0,1.0,1500.9642138237218,1498.211452282105,0.5781496783914162
774,775,2018,2018-08-18,Leicester City,1.4382595922061734,1.3074550715554767,1.2092661807102612,1.4149436790236478,-0.25832763879193327,1.6965872309981078,1.3704902082834962,1.4384806997375457,1.6669770063155607,Wolverhampton,,,,,,,,,,70.92,62.66,0.5266,0.2119,0.2616,1.68,0.97,17.5,30.1,H,2.0,0.0,1492.9852408100987,1498.8063509022195,0.5660681685669108
775,776,2018,2018-08-18,Chelsea,1.7452825603329503,1.6431861737515525,2.268862956435894,1.7509279444551886,0.7285176558409625,1.0167649044919882,0.9397666259608675,1.1165038731006889,1.0231935791759823,Arsenal,1.9244504088038499,1.817828775042552,2.4529184047461614,1.896582584802967,0.5923230405683222,1.332127368235528,1.407456938776576,1.3114732708244858,1.3509266048060016,85.12,81.05,0.5039,0.2599,0.2362,1.98,1.37,65.6,67.3,H,3.0,2.0,1516.4103182196832,1487.5275335669837,0.614341508516068
776,777,2018,2018-08-19,Burnley,0.9472396228285433,1.00045602899428,1.2616692146886106,0.9691083267557723,-0.21325880788558776,1.1604984307141313,1.3857786552291276,1.6785702640519977,1.2045523049483338,Watford,1.0373143957380289,1.187609283268018,1.3493730466442764,1.0452842806923437,-0.5874300755811581,1.624744471319187,1.3397343951508718,1.3637620194056266,1.6124544763983293,65.91,67.29,0.4229,0.2812,0.2959,1.33,1.03,27.1,19.9,A,1.0,3.0,1501.1055023524957,1508.9954361857776,0.5631406063177606
777,778,2018,2018-08-19,Manchester City,2.557749849188392,2.2270691814024053,2.3006719856510967,2.539529759398958,1.814281021721316,0.7434688274670758,0.7079947570495638,0.7471709366391983,0.7720167657842341,Huddersfield Town,0.6569788670589944,0.7993081268083785,0.8886909490977056,0.6562535855086835,-0.8753244756069913,1.5323033426659862,1.51896647272718,1.561377019068002,1.5420711294025582,92.53,59.29,0.8927,0.0146,0.0927,2.76,0.2,91.3,41.4,H,6.0,1.0,1515.0012648261238,1483.318142235704,0.6181536565949513
778,779,2018,2018-08-19,Brighton and Hove Albion,0.8686071521247339,1.0222409333084868,1.0185157703728065,0.8881352556659594,-0.6642481657035013,1.5328553178282356,1.4767075328982573,1.74780215852685,1.5200866841215195,Manchester United,1.5828215027316606,1.4840285861149782,1.7134195699056638,1.5857680290231917,0.8323937871633842,0.7504277155682761,1.1478866992873271,1.404294241688738,0.7865073314017251,61.87,81.59,0.2142,0.5265,0.2593,0.99,1.7,34.9,56.1,H,3.0,2.0,1489.8493747691473,1507.9454218104725,0.5486374246603939
779,780,2018,2018-08-20,Crystal Palace,1.4000178605490055,1.4289783329164778,1.4196696118503236,1.3677413398937135,0.05811310574643357,1.3419047548025722,1.323194512931201,1.638531137606782,1.3744418280748631,Liverpool,2.216029108781105,2.0944441342598563,2.1254959872648356,2.2107125065188487,1.341830641546074,0.8741984672350308,0.9273040286489699,0.8725605453376765,0.8988791158665796,71.17,89.48,0.1953,0.5778,0.2269,1.12,2.06,25.9,49.6,A,0.0,2.0,1512.9279206681776,1514.7380091579873,0.5717308180583225
780,781,2018,2018-08-25,Wolverhampton,0.9818181818181818,0.9861818181818182,0.7998181818181819,0.8247272727272726,-1.018181818181818,2.0,0.46981818181818175,0.7665454545454545,2.1,Manchester City,2.6883427331516123,2.3117826282802447,2.363244574091356,2.663605617318603,1.9351415666098635,0.7532011665417483,0.7092089793738349,0.7385524729980989,0.7825629581465472,63.22,92.69,0.0943,0.7304,0.1753,0.74,2.41,31.4,73.5,D,1.0,1.0,1488.9875944036903,1528.6626149191386,0.5177296348160015
781,782,2018,2018-08-25,Arsenal,1.9273166267032729,1.8433297627507192,2.4296653642630153,1.9042998818427133,0.5319131200342577,1.3954035066690154,1.4394215326926876,1.3319040226795562,1.419180268208265,West Ham United,1.2487825049043064,1.0293376833783465,1.2179549850298212,1.2719362061576056,-0.5594908854019172,1.8082733903062242,1.6221408760074054,1.8059547466206811,1.8019044068559888,81.27,62.33,0.7271,0.1035,0.1695,2.57,0.87,54.2,30.3,H,3.0,1.0,1481.3569977032407,1477.418536368392,0.5798134581482051
782,783,2018,2018-08-25,AFC Bournemouth,1.3608403089414212,1.297357372479649,1.3703000912017935,1.3984346277291821,-0.23032751023004258,1.5911678191714635,1.6368367462312186,1.6979289259775112,1.584288791544314,Everton,1.3212054438110568,1.2888300567773672,1.2445854606803637,1.3220530529652246,-0.07926968686918513,1.4004751306802414,1.4336609413844112,1.5441545346440715,1.3744136273587702,64.75,68.0,0.4224,0.3099,0.2677,1.55,1.3,23.3,17.3,D,2.0,2.0,1517.9795390802296,1507.7138189694592,0.5886604002677472
783,784,2018,2018-08-25,Southampton,0.9479962032886735,1.2298660990584742,1.2662850301688167,0.9677560778667342,-0.47144833749565523,1.419444540784329,1.2724264693374248,1.536997091813219,1.4662087967268875,Leicester City,1.4595710299804372,1.2650608020805088,1.1956362570865111,1.4409335044907021,-0.17265068146384605,1.632221711444284,1.3583313764880072,1.4241218112379723,1.6037348463279153,66.99,70.72,0.4039,0.3114,0.2847,1.38,1.18,28.7,18.9,A,1.0,2.0,1491.4618471363676,1502.803997308628,0.5582457134235395
784,785,2018,2018-08-25,Huddersfield Town,0.6729609415180297,0.7965448367144108,0.8715128640324181,0.6745990572888745,-1.0675017644667613,1.7404627059847912,1.6559953969115015,1.6726679765915533,1.7409228922981275,Cardiff City,0.0,1.0618181818181816,1.053090909090909,0.0,-0.9818181818181818,0.9818181818181818,1.986181818181818,1.496,0.7756363636363636,58.14,58.6,0.4283,0.2663,0.3053,1.28,0.95,48.9,45.9,D,0.0,0.0,1469.6567921426893,1489.174120002524,0.5466105961826835
785,786,2018,2018-08-25,Liverpool,2.207833346387405,2.11590032376192,2.1658813871988665,2.1826111837863578,1.366800423197897,0.8410329231895082,0.9099547224298424,0.8724634027752491,0.8647772316535312,Brighton and Hove Albion,0.9679132179176427,1.050557703688602,1.0027436102109242,0.9935202809274508,-0.586707351018009,1.554620568935652,1.4833838296587627,1.7138923285717869,1.5471060625332569,90.23,62.9,0.8582,0.031,0.1108,2.77,0.38,67.8,22.9,H,1.0,0.0,1527.6748007887832,1497.071175974581,0.6166858118809622
786,787,2018,2018-08-26,Watford,1.1117752170450548,1.2074278633434836,1.3600195370360035,1.1251334734194625,-0.489267553736647,1.6010427707817017,1.3192578265841515,1.3412357383090237,1.5911159481238626,Crystal Palace,1.3469036585012535,1.3925963906789922,1.3988161187299724,1.315851651966668,-0.01996806622724051,1.3668717247284943,1.3739105493043886,1.6973911228612804,1.3780671361469725,68.97,70.02,0.4293,0.2919,0.2788,1.47,1.16,19.0,17.7,H,2.0,1.0,1521.737853513419,1499.9911290373818,0.6045644034601385
787,788,2018,2018-08-26,Newcastle,1.0166093296274177,1.2554917413285362,1.1429313406947033,1.0575582164821435,-0.137237850957282,1.1538471805846995,1.4714377011661914,1.5846095785495793,1.1965199132450344,Chelsea,1.792884321339899,1.6662076173209155,2.252972036523108,1.8040062643335009,0.7388172159297216,1.054067105410178,0.9985797389718643,1.1439520368332763,1.0640457107191723,67.72,84.78,0.2152,0.5349,0.2499,1.05,1.8,24.2,57.8,A,1.0,2.0,1491.8002725236104,1522.5808540834262,0.5304992856803997
788,789,2018,2018-08-26,Fulham,0.509090909090909,0.9563636363636363,1.2679999999999998,0.5345454545454545,-2.0,2.5090909090909093,1.9896363636363634,2.1872727272727275,2.425090909090909,Burnley,0.9492412582448955,0.9928510817105956,1.243016154077377,0.9721772138019631,-0.281044609309429,1.2302858675543245,1.398079039745366,1.6767275941182307,1.2783591504608525,63.54,63.93,0.4437,0.2676,0.2887,1.41,1.03,38.4,36.3,H,4.0,2.0,1478.1049056536428,1488.3630850248544,0.5597839397108929
789,790,2018,2018-08-27,Manchester United,1.5986485172421747,1.4891871011263336,1.6871124575625458,1.6052770807114076,0.7628760070085827,0.8357725102335918,1.166177225419558,1.3768157988923062,0.8761740640026089,Tottenham Hotspur,2.1195862330133526,1.9781176460626992,1.8075584658768933,2.121108078838059,1.173842376113462,0.9457438568998908,1.0233506057648736,1.0205847982660714,0.9742729724758876,80.53,85.5,0.3669,0.3739,0.2591,1.53,1.54,59.7,64.9,A,0.0,3.0,1500.7236206050388,1519.2318813117033,0.5480497472734462
