,gameId,season,date,HomeTeam,f_goals_home,f_xg_home,f_ns_xg_home,f_adj_score_home,f_margin_home,f_opp_goals_home,f_opp_xg_home,f_opp_ns_xg_home,f_opp_adj_score_home,AwayTeam,f_goals_away,f_xg_away,f_ns_xg_away,f_adj_score_away,f_margin_away,f_opp_goals_away,f_opp_xg_away,f_opp_ns_xg_away,f_opp_adj_score_away,spi1,spi2,prob1,prob2,probtie,proj_score1,proj_score2,importance1,importance2,FTR,FTHG,FTAG,f_homeElo,f_awayElo,f_winPct
392,393,2017,2017-08-19,Leicester City,1.389371544845279,1.1624894646549724,1.1498022254713964,1.404684931616017,-0.39533362132354255,1.7847051661688214,1.493819614514807,1.85516630735476,1.7949837581395252,Brighton and Hove Albion,,,,,,,,,,62.15,46.4,0.6063,0.1526,0.2411,1.79,0.77,21.9,39.8,H,2.0,0.0,1492.8764585152637,1487.044153246728,0.5824671365857496
393,394,2017,2017-08-19,Liverpool,2.0044556670788,1.861040910930101,1.944881895087718,2.0575632701199567,0.9002929884962402,1.1041626785825607,1.1122390886044586,0.9241202002283728,1.1495391321284767,Crystal Palace,1.2105340553627786,1.1844883425281931,1.3711755968416965,1.198715471200932,-0.4846845950008793,1.695218650363658,1.2981334888710008,1.636273440898999,1.6881943058667204,76.45,56.81,0.6679,0.1321,0.2,2.21,0.87,56.3,31.2,H,1.0,0.0,1502.1781434797647,1483.6710315101077,0.6000975450707726
394,395,2017,2017-08-19,Southampton,0.9997481202295214,1.448585998709254,1.4534742721467646,0.9708023721711497,-0.21789497258595797,1.217643092815479,1.1731151372507376,1.4879492754387593,1.189671582169055,West Ham United,1.1509390419140924,1.3436918546329863,1.1624202171210445,1.164704025578672,-0.5796720536905532,1.7306110956046452,1.620831981890083,1.5908771332613563,1.7133586622304573,64.07,59.35,0.4937,0.2359,0.2704,1.56,0.99,17.4,22.0,H,3.0,2.0,1498.517030727701,1486.0473654097518,0.5917289119589968
395,396,2017,2017-08-19,Burnley,1.1227460797544053,1.0462252644500245,1.2955619119384525,1.1319546757853516,-0.3442940782892045,1.46704015804361,1.485591643038907,1.6577325968866203,1.5216539145788395,West Bromwich Albion,1.032330714766571,1.0253145513124302,1.0501127787857858,1.068728145404332,-0.30832169135574017,1.3406524061223108,1.3434245019071795,1.6999124110194548,1.364314830539119,61.62,56.78,0.4893,0.2304,0.2803,1.48,0.92,16.7,23.5,A,0.0,1.0,1508.6745332868263,1506.3870519145014,0.5774963078240644
396,397,2017,2017-08-19,Stoke City,0.9993028141665462,1.2541740551802545,1.4487412527096144,1.0384328907588811,-0.42827925986796944,1.4275820740345153,1.2699387295056037,1.4856257204053402,1.4589680207951232,Arsenal,2.075841247829474,1.7953447481868683,2.473742320772503,2.038796704610714,0.8516775016308767,1.224163746198597,1.3716301503195192,1.2773897071310893,1.2557931842975758,60.68,78.07,0.2681,0.4873,0.2446,1.3,1.82,19.0,56.1,H,1.0,0.0,1492.811769815399,1507.7406874205547,0.5531480373314933
397,398,2017,2017-08-20,Huddersfield Town,,,,,,,,,,Newcastle,,,,,,,,,,47.19,50.91,0.4021,0.3064,0.2915,1.3,1.1,43.7,42.5,H,1.0,0.0,1515.898112631607,1487.0582058620275,0.6142830276162607
398,399,2017,2017-08-20,Tottenham Hotspur,2.484462380699639,2.0269058835407576,1.732165027586553,2.408644506351391,1.8333558780363364,0.6511065026633026,0.9337141862847115,0.9849510991374231,0.6836618277964681,Chelsea,2.3223917763238475,1.676806911972556,2.344208330691815,2.2730488401284443,1.2967055719471519,1.025686204376697,0.8079716747579704,0.9075488980199652,1.0472825920613518,81.03,81.51,0.4481,0.2988,0.2531,1.69,1.34,65.8,66.8,A,1.0,2.0,1514.5950209795478,1492.4111289636062,0.6051658644218229
399,400,2017,2017-08-21,Manchester City,2.1671236973791785,2.27087820991931,2.403996873390669,2.1649982639150966,1.2451897997034778,0.9219338976757013,0.8175765029137049,0.8303339262116934,0.9361009873993114,Everton,1.6098546687453152,1.31201307372238,1.4729187357610731,1.5453540359364752,0.46147006495175513,1.1483846037935603,1.303246738958659,1.556217235044033,1.1406676349714726,84.84,67.1,0.6746,0.1256,0.1998,2.19,0.82,59.1,40.3,D,1.0,1.0,1514.1683219855972,1507.2313098843158,0.5840128738266026
400,401,2017,2017-08-26,AFC Bournemouth,1.3555098102467016,1.2570305689024612,1.2963889281197898,1.401012562774949,-0.35868813254316567,1.7141979427898675,1.6774839000088162,1.7497062268992556,1.687562755156412,Manchester City,2.1127449549545054,2.2270407195615354,2.4354932777415605,2.1130481548276463,1.1871737937394524,0.9255711612150536,0.8139620508383814,0.8191362642168911,0.9414077814285524,55.41,84.47,0.1546,0.6423,0.2031,1.01,2.25,34.9,64.1,A,1.0,2.0,1480.089227812091,1512.8241160043715,0.5276963449132789
401,402,2017,2017-08-26,Watford,1.099742713810145,1.0418383158371194,1.183038723353367,1.1288426137736514,-0.7472811897553022,1.847023903565447,1.5362189378409041,1.5005999094739717,1.8809105222688873,Brighton and Hove Albion,0.0,0.268,0.5061818181818181,0.0,-2.0,2.0,2.1874545454545458,1.8278181818181818,2.041090909090909,57.52,45.65,0.5617,0.1719,0.2664,1.59,0.75,30.2,42.8,D,0.0,0.0,1510.8809119929315,1477.5964630358976,0.6203270823532966
402,403,2017,2017-08-26,Huddersfield Town,1.9818181818181817,0.40781818181818186,0.5405454545454546,1.9827272727272727,1.9818181818181817,0.0,1.051090909090909,1.2247272727272727,0.0,Southampton,1.0929440531017243,1.476607139176387,1.4826654206547307,1.0429827408482588,-0.1611506898991504,1.2540947430008742,1.2051185445251544,1.4936358748356904,1.2320856936006446,47.04,63.96,0.2768,0.4364,0.2868,1.04,1.38,41.2,15.7,D,0.0,0.0,1522.0695841897468,1505.049368136357,0.5980417407298145
403,404,2017,2017-08-26,Newcastle,0.0,0.898909090909091,0.8221818181818181,0.0,-1.490909090909091,1.490909090909091,1.2865454545454544,1.1149090909090908,1.3592727272727272,West Ham United,1.1904985738182754,1.3677477346667135,1.1832738985108746,1.2082814278695344,-0.5992560148230187,1.789754588641294,1.6408278205197946,1.6136663941118772,1.7509417750009053,51.16,59.54,0.3593,0.364,0.2767,1.33,1.34,43.4,27.2,H,3.0,0.0,1480.8867343038878,1479.5150280010957,0.5762095385346724
404,405,2017,2017-08-26,Crystal Palace,1.1541327332572595,1.1637786978321023,1.3436314851244937,1.1428648017343785,-0.508694221177469,1.6628269544347285,1.3438807102015176,1.6671978542056736,1.6584594938210486,Swansea City,1.0889007665836903,0.9903028176449381,1.1877592586443504,1.1386533986932248,-0.5963839430036773,1.6852847095873682,1.7740695836205853,1.6655702448342296,1.6485466025710827,56.61,54.83,0.4617,0.2655,0.2728,1.52,1.09,41.2,37.7,A,0.0,2.0,1477.27259223124,1482.9028318043133,0.5663380377078666
405,406,2017,2017-08-26,Manchester United,1.6040224664486409,1.7309227181242266,1.8120060995228287,1.5498030202194026,0.9782524214580691,0.6257700449905713,0.8975383617622121,1.1189218868153867,0.6502740719524432,Leicester City,1.4178220060556872,1.203840443055192,1.1381634155436033,1.4370811198628595,-0.28373000098098106,1.701552007036668,1.431674159477308,1.7952877120032613,1.7113516978364691,84.32,62.94,0.7527,0.0744,0.1729,2.27,0.56,64.5,25.6,H,2.0,0.0,1532.1944322584027,1502.324148726094,0.615687436148947
406,407,2017,2017-08-27,Chelsea,2.307370866883045,1.6415456896841376,2.2769196337022763,2.264986131500932,1.282881436674164,1.0244894302088823,0.8057365737560787,0.932356912280427,1.0474092018000543,Everton,1.5814402598676145,1.2853617841724005,1.4317816989399699,1.522274451836093,0.43996920616955526,1.1414710536980595,1.3044932295358396,1.6272134719234361,1.136443239580102,82.05,67.56,0.6274,0.1564,0.2162,2.08,0.93,53.9,38.6,H,2.0,0.0,1502.0937827943553,1508.5755158655415,0.5651338215088977
407,408,2017,2017-08-27,West Bromwich Albion,1.030824358915306,1.008293779705777,1.0365958155820363,1.067855561806449,-0.24736423806899335,1.2781885969842992,1.3446627101355293,1.6971209660559228,1.3007485393887943,Stoke City,0.9993352975176637,1.231615369845976,1.4278334560028756,1.0389718266535368,-0.36173273171738035,1.3610680292350437,1.2829873718436349,1.5776159615777776,1.3909916388685055,57.54,60.7,0.4028,0.2886,0.3086,1.2,0.97,20.2,15.0,D,1.0,1.0,1515.6269928396864,1499.961401218095,0.5961658091075482
408,409,2017,2017-08-27,Liverpool,1.957655969566244,1.8805610941310478,1.961427592857994,2.0106187828599964,0.9049385474105798,1.0527174221556652,1.0948956882733103,0.9174053376443903,1.0959796915023745,Arsenal,1.9791234476650945,1.7839136214803684,2.5196941358401768,1.9438048874577805,0.7654039608392235,1.2137194868258707,1.3435989390155183,1.2644655385367845,1.2462048479568772,76.53,77.97,0.44,0.3215,0.2386,1.85,1.56,65.0,63.3,H,4.0,0.0,1508.5765827586324,1500.5910560178586,0.5854784588664776
409,410,2017,2017-08-27,Tottenham Hotspur,2.4152981630417765,1.967878079656673,1.7185524458042596,2.345342407504899,1.7013438815057618,0.7139542815360148,0.9330752135646692,0.980993049147469,0.7496519956128159,Burnley,1.070434983667183,1.0613106088634958,1.311610005310222,1.0792145318835882,-0.37484479326749875,1.445279776934682,1.4471255957762321,1.6159053511868267,1.4996785688703553,80.4,60.84,0.6729,0.1188,0.2083,2.06,0.73,70.5,19.3,D,1.0,1.0,1504.9123671487987,1499.4345923616413,0.5819707222477495
410,411,2017,2017-09-09,Manchester City,2.1075484574209433,2.207819007410682,2.437544625161374,2.1124467558168725,1.1785468165243123,0.9290016408966316,0.797186773396876,0.8159497231727464,0.9367338225246697,Liverpool,2.0517891014754874,1.9607331070408693,1.943386408472622,2.1032326345668633,1.0475921961799979,1.0041969052954907,1.0725464909263966,0.9447184595714473,1.0454651849683632,84.62,78.47,0.5436,0.2212,0.2352,1.93,1.16,66.9,62.2,H,5.0,0.0,1521.267257522984,1521.8412720749052,0.5734721643171204
411,412,2017,2017-09-09,Arsenal,1.8879041987101726,1.7298070830450194,2.47315659375093,1.8542134968055235,0.5457630027234451,1.342141195986727,1.448519930855705,1.2785478455992376,1.3740510976805547,AFC Bournemouth,1.3391241027633862,1.2198339390177533,1.2712054623187186,1.3751550829441777,-0.38824666612746894,1.7273707688908553,1.6835916640949284,1.7833660016734356,1.7065722897865307,76.02,55.13,0.7223,0.1073,0.1705,2.53,0.88,54.1,33.0,H,3.0,0.0,1487.3263667015858,1471.6460862934784,0.5961861658478256
412,413,2017,2017-09-09,Leicester City,1.352473551568554,1.1902971218643394,1.1258035673532678,1.370844998717489,-0.36283414200820197,1.715307693576756,1.4947412994504854,1.860953744630602,1.7154375629976475,Chelsea,2.293203918550048,1.6152027303210328,2.271530722168239,2.257381799885717,1.3159339563820125,0.9772699621680367,0.79118404386735,0.9336310024356165,0.9991333447031184,62.37,82.35,0.2283,0.5379,0.2339,1.2,1.95,19.9,52.1,A,1.0,2.0,1493.6281480862776,1511.933681153387,0.5483387852281238
413,414,2017,2017-09-09,Brighton and Hove Albion,0.0,0.5071044513001323,0.9705068312031732,0.0,-1.3089466725429706,1.3089466725429706,1.5352886734244162,1.4070295284266197,1.335839576906126,West Bromwich Albion,1.0294036416411572,1.0056069767123719,1.033065458353069,1.0670325858877037,-0.235963039199069,1.2653666808402257,1.3407605438294494,1.706932716615261,1.2891913555928192,47.12,56.85,0.3357,0.3388,0.3255,1.0,1.01,45.4,21.7,H,3.0,1.0,1479.5216963535504,1514.0883398939657,0.5250675822127614
414,415,2017,2017-09-09,Southampton,1.042569461364505,1.4417345620913011,1.4341473005818133,0.9949109025779542,-0.153723136595939,1.1962925979604433,1.2316152517762333,1.490241943443197,1.1752979617636292,Watford,1.0490547668224215,1.0076464446345015,1.156626948975144,1.076813431087636,-0.7128384525081438,1.761893219330565,1.5096605850481761,1.516704015501399,1.7942179789638215,63.2,56.08,0.5149,0.212,0.2731,1.54,0.89,16.5,27.0,A,0.0,2.0,1506.618035988034,1508.9556786752787,0.5709870706114072
415,416,2017,2017-09-09,Everton,1.508550520249608,1.2487029771205977,1.4100369349644064,1.4521117076355847,0.32750923874179977,1.1810412815078084,1.2936852648742572,1.6517699931458905,1.1808542762512286,Tottenham Hotspur,2.350066034327288,1.97258495374608,1.78360709713735,2.2856391274030647,1.6229276961646697,0.7271383381626185,0.9343161966876775,0.9823300007531721,0.7634952550707499,67.03,79.94,0.297,0.4333,0.2697,1.21,1.51,35.5,67.8,A,0.0,3.0,1498.73561750651,1503.6008355928348,0.5674192944652162
416,417,2017,2017-09-09,Stoke City,0.9993659341418161,1.2329236382349784,1.4500568650916301,1.039480123238672,-0.34506020522662484,1.3444261393684405,1.2676397400388149,1.549149589647233,1.3752750845352275,Manchester United,1.6222733609323536,1.7801972728987299,1.8769015694270244,1.5613347822291455,1.0253455155478102,0.596927845384543,0.8981127277938713,1.1074488947741221,0.6203024638001869,61.39,84.68,0.1919,0.5488,0.2593,0.87,1.66,17.2,62.2,D,2.0,2.0,1501.5000541638158,1540.8904328982192,0.5181387402355356
417,418,2017,2017-09-10,Burnley,1.0671885836925614,1.056641128714293,1.2977085793056204,1.0778680127161584,-0.3575679222583335,1.4247565059508953,1.4758343331789285,1.685691082276187,1.4789525543451518,Crystal Palace,1.1009379104450578,1.1530036664599752,1.360056770932954,1.0901893261372309,-0.5774295965613626,1.6783675070064203,1.3100556108697576,1.6129399430790714,1.6788104190775492,61.45,55.37,0.5067,0.2276,0.2658,1.6,0.99,17.8,38.5,H,1.0,0.0,1500.7461239176052,1464.4578252902122,0.624391055060194
418,419,2017,2017-09-10,Swansea City,1.1308939974221663,0.9727743822954711,1.155599023465503,1.182962567512395,-0.4767147058174722,1.6076087032396391,1.7351657984249726,1.667157137461685,1.572563882477935,Newcastle,1.0365799911855442,1.2862758924636404,1.2326046716615249,0.9260114587924196,0.06081974438078447,0.9757602468047598,1.1115204936095198,0.7987836051123843,0.8896077567210224,56.09,53.67,0.4649,0.252,0.2831,1.44,0.98,34.4,37.5,A,0.0,1.0,1495.717598745341,1492.631160080224,0.5786180768775508
419,420,2017,2017-09-11,West Ham United,1.135627622785015,1.3406580111860957,1.1379540845068732,1.1525908520712074,-0.7099080630917876,1.8455356858768026,1.6583041439283173,1.631933700230332,1.7937627489122563,Huddersfield Town,1.2970471573380344,0.881943587483473,0.844420449537241,1.297642133098281,1.2970471573380344,0.0,0.9366901718818862,0.9501278096077568,0.0,56.97,47.84,0.5392,0.2017,0.2591,1.67,0.91,42.4,42.2,H,2.0,0.0,1467.7706022247596,1520.5009163380698,0.4989489950538707
420,421,2017,2017-09-15,AFC Bournemouth,1.2780367617958406,1.1911025611668775,1.2602022996622537,1.3124241028492676,-0.507388025841749,1.7854247876375897,1.7098859055915212,1.7900550613615742,1.7724176886661847,Brighton and Hove Albion,0.7913957820104548,0.4920403773358169,0.8384738328426365,0.8309655711109776,-0.4360511926936251,1.22744697470408,1.336044583308298,1.3603293877305773,1.260435498407739,54.27,48.21,0.5031,0.2168,0.28,1.48,0.87,47.1,41.0,H,2.0,1.0,1460.4552690526664,1490.2681902166762,0.5318864401514437
421,422,2017,2017-09-16,Crystal Palace,1.0507160009292242,1.1907290773473005,1.4093209579664596,1.0404577389396767,-0.5967061537261398,1.647422154655364,1.2644356881444159,1.5671884446582656,1.650125731530765,Southampton,0.9950101679149289,1.3923886591279477,1.412517940196385,0.9495256679961175,-0.23794546075731854,1.232955628672247,1.202346441234812,1.461491953496996,1.2174804514869961,56.47,61.22,0.391,0.316,0.293,1.28,1.12,46.2,23.7,A,0.0,1.0,1458.4480821711754,1493.6980734408608,0.524086542157019
422,423,2017,2017-09-16,Liverpool,1.958191846242248,1.8918174119007967,1.8761743720933337,2.0072886598323896,0.7717168491838791,1.1864749970583703,1.1376631885081638,0.98875208010606,1.1642772547230313,Burnley,1.064123616141993,1.0225813122148044,1.2663371116547453,1.0765967468257402,-0.29563922245936464,1.359762838601358,1.4988330529612655,1.7201006832659442,1.4114866049416048,76.9,60.37,0.6339,0.1497,0.2163,2.06,0.88,56.8,13.4,D,1.0,1.0,1506.5813483167808,1506.755867036642,0.5740345757063697
423,424,2017,2017-09-16,West Bromwich Albion,1.028062324373464,0.9953153761933117,1.0420490973369751,1.0662556038443411,-0.31643379398678995,1.3444961183602533,1.3001263763545619,1.65050707954558,1.3740765816160734,West Ham United,1.1750580310801824,1.369823121413706,1.1448900217088729,1.1875980513176414,-0.5862891412165242,1.7613471722967065,1.6013597720706305,1.5898774948500958,1.711935981376995,55.69,57.97,0.419,0.3002,0.2809,1.4,1.15,29.5,30.3,D,0.0,0.0,1503.3418460308399,1479.1080922509273,0.607981819679258
424,425,2017,2017-09-16,Huddersfield Town,0.954887940876044,0.7574455326563722,0.8089605239440004,0.9553259628672714,0.42729075286907414,0.5275971880069699,1.2119138376494623,1.0397856155741152,0.5064933004866911,Leicester City,1.3363946295461084,1.2030564359943874,1.1045548262663965,1.3562088885959986,-0.39189998283632504,1.7282946123824334,1.4580311050415034,1.8422071090735728,1.7329802960901188,46.92,62.46,0.2897,0.4276,0.2827,1.1,1.4,45.4,19.2,D,1.0,1.0,1509.1634263119022,1484.8547275226276,0.6080846390588078
425,426,2017,2017-09-16,Newcastle,1.0269302409421377,1.28725830679565,1.2108136754190952,0.9587194616355225,0.30857417532896714,0.7183560656131707,1.148051192693625,1.084006969897254,0.6549304812834225,Stoke City,1.0450122444715921,1.2701965259416983,1.4299826212575533,1.087858267714521,-0.3293194606850903,1.374331705156682,1.3398228786547752,1.5660668159285203,1.4083351406773839,54.64,62.46,0.3605,0.344,0.2955,1.2,1.17,29.5,14.6,H,2.0,1.0,1501.8890493102647,1501.209834320047,0.5752358209154768
426,427,2017,2017-09-16,Watford,1.0924344024967447,0.9885945055986622,1.1430956029745643,1.1234885276523094,-0.589085853928029,1.6815202564247738,1.457216074482754,1.4913086335926136,1.7123704450236235,Manchester City,2.2394945356440235,2.2211475405031025,2.4134794184144206,2.182585915502931,1.3528715211045417,0.8866230145394827,0.7813490203744704,0.8001684011477961,0.8940024742543238,58.11,86.94,0.1484,0.6394,0.2122,0.9,2.1,16.8,66.4,A,0.0,6.0,1521.875641222452,1536.5271812811084,0.553542671876612
427,428,2017,2017-09-16,Tottenham Hotspur,2.3797143228507402,1.9838713813892128,1.7816178553591333,2.3250690108876304,1.6857461348648326,0.693968187985908,0.9386810416680268,1.026472576535411,0.7286665973852038,Swansea City,1.0793055695265592,0.9854206902804504,1.1886443023604678,1.128998907561573,-0.5005856130194754,1.5798911825460351,1.7148584984074768,1.6435657807496895,1.5487258841920553,81.77,55.13,0.7824,0.0598,0.1578,2.36,0.49,57.1,28.9,D,0.0,0.0,1519.325620348173,1486.4597095153003,0.619759476592663
428,429,2017,2017-09-17,Chelsea,2.279828722249327,1.5729974003336211,2.2340546381840554,2.2502024535862475,1.3015218751739248,0.9783068470754035,0.8221498532952553,0.9211486714025312,1.001453748547383,Arsenal,1.9386351020385335,1.7539930979407046,2.4483792098081243,1.9133238897694314,0.6577188789252257,1.2809162231133076,1.4093564958645848,1.267209742611219,1.3113704785074463,83.38,77.11,0.5506,0.229,0.2204,2.14,1.33,56.8,63.5,D,0.0,0.0,1520.707101717037,1498.5171839423979,0.6051741525214891
429,430,2017,2017-09-17,Manchester United,1.6395042627924836,1.8289988767408143,1.8788676071662782,1.5859072813406334,0.978571933481324,0.6609323293111591,0.9506588140066627,1.1030035309354063,0.6878023973284886,Everton,1.4397343890134584,1.2387263190151885,1.4346686384754128,1.385870167494347,0.17571696570286507,1.2640174233105936,1.3359413216139708,1.6557948154167643,1.2706815566303944,84.49,64.09,0.6978,0.1031,0.1991,2.11,0.66,55.7,18.7,H,4.0,0.0,1541.1806527419878,1483.0108327511716,0.6534385758833035
430,431,2017,2017-09-23,West Ham United,1.1219805866679382,1.3192406413095163,1.1144051974158107,1.1339541734106446,-0.559806424210781,1.6817870108787192,1.5647106006583709,1.5505850742571103,1.6346077265287393,Tottenham Hotspur,2.2722224787483514,1.9611114797254439,1.799161101009677,2.220045498928332,1.6096008770138714,0.6626216017344804,0.9066698748998904,0.9891407588046924,0.6957526818212048,58.1,81.4,0.2028,0.556,0.2412,1.02,1.85,28.3,62.0,A,2.0,3.0,1480.8358013657953,1517.4094687226905,0.5221857001240681
431,432,2017,2017-09-23,Burnley,1.06122714840911,0.9940075749633421,1.2253978079010517,1.0753953701159518,-0.2822851803770845,1.343512328786195,1.5318599094747634,1.7828825219252247,1.395158232493547,Huddersfield Town,0.9645782346850087,0.7730305917152113,0.9896199703577996,0.9756624151089252,0.33550658212710227,0.6290716525579065,1.224391033112106,1.0591641123188469,0.6232412323634674,60.3,47.25,0.572,0.1629,0.2651,1.6,0.72,19.0,40.3,D,0.0,0.0,1507.9404202479438,1507.4340720869614,0.5749926600666214
432,433,2017,2017-09-23,Stoke City,1.04297903858676,1.248957719594782,1.4263698012763641,1.086148207405147,-0.3596141423963733,1.402593180983133,1.4026172657656357,1.5554036631576706,1.4395776854297064,Chelsea,2.176848716944067,1.5421463652433882,2.1715368040187144,2.1485606686807586,1.2427320510514857,0.9341166658925822,0.8581887940887523,0.9319376007839753,0.9562180203841584,61.26,82.63,0.2171,0.5397,0.2432,1.08,1.84,17.6,53.9,A,0.0,4.0,1494.4136074546948,1519.0243152766932,0.5393349101145998
433,434,2017,2017-09-23,Swansea City,1.0305532697633637,0.9512982906749082,1.1439871776789048,1.0780019566258838,-0.4779741297175096,1.5085273994808739,1.7042499254142716,1.6673448472041998,1.4787698395936095,Watford,1.0430890725310051,0.9873028900007387,1.1239843482501455,1.0727404809201475,-0.833497182740063,1.8765862552710681,1.554909159033489,1.5540359090604425,1.8857164109175784,55.46,55.51,0.4391,0.2733,0.2876,1.38,1.03,32.7,26.7,A,1.0,2.0,1488.375861140783,1500.1812876711792,0.55758795076906
434,435,2017,2017-09-23,Southampton,0.9952355589408329,1.3764712414586475,1.4218899177536473,0.9540640998273446,-0.18202738723176284,1.1772629461725952,1.259154730774229,1.4695551730698129,1.162486783704145,Manchester United,1.7461280021849952,1.881893070374238,1.8739500505734774,1.6425547275108052,1.1150500273324147,0.6310779748525799,0.9682453796147985,1.0820896326206944,0.6567343202248822,61.6,85.13,0.1903,0.5579,0.2517,0.9,1.73,15.9,55.9,A,0.0,1.0,1502.083458115373,1552.270618313722,0.5026088625140289
435,436,2017,2017-09-23,Manchester City,2.4093568015636153,2.284333793178321,2.4345521821259406,2.3346922193240265,1.5627826037839114,0.8465741977797048,0.7894186962453296,0.7965471894773996,0.8536203268398489,Crystal Palace,1.003255093759295,1.248062123936707,1.4197407446550794,0.9934601981024009,-0.6149229618677117,1.6181780556270067,1.254297914139622,1.5695739459006153,1.6230180148791877,88.5,56.07,0.8554,0.0333,0.1113,2.77,0.4,55.5,42.8,H,5.0,0.0,1558.2215348323812,1450.062697496663,0.7154389348396153
436,437,2017,2017-09-23,Everton,1.3747014970370421,1.2433008574896445,1.3987734066066864,1.323270325757042,-0.012900429579831575,1.387601926616874,1.411106955705722,1.660953470713758,1.3415677684087943,AFC Bournemouth,1.3106478862083422,1.198279968370469,1.2891020016144554,1.3479989551508291,-0.439299214878303,1.7499471010866452,1.6733033088198723,1.75120632070072,1.7397860366980233,63.19,54.55,0.537,0.2122,0.2508,1.75,1.01,18.1,36.1,H,2.0,1.0,1471.9208671794374,1467.9450860102434,0.5798657963004832
437,438,2017,2017-09-23,Leicester City,1.3211996631886618,1.2060802809478142,1.1057041863479267,1.3423774140363562,-0.37419783621550423,1.6953974994041658,1.4296629009313133,1.833525101991665,1.7021300335996294,Liverpool,1.9149102608992363,1.9070931404573883,1.9319063525125624,1.9640478714757352,0.7368583510662194,1.178051909833018,1.1038911957405868,0.9603513095073226,1.1591153440133366,62.12,76.92,0.2882,0.4617,0.25,1.33,1.74,17.1,53.7,A,2.0,3.0,1486.5840817475685,1505.396795105479,0.547615614537048
438,439,2017,2017-09-24,Brighton and Hove Albion,0.8362050015708758,0.5796721255330756,0.8581341070173594,0.8780152516494197,-0.5571901906054286,1.3933951921763046,1.3390422759562337,1.47625330906135,1.440778112998919,Newcastle,1.2359504462929949,1.597166370605785,1.2364154884515288,1.2038721757871242,0.45709586815965686,0.7788545781333381,1.0732880720722735,1.1411435906342948,0.7397933712883035,47.92,55.87,0.3562,0.3351,0.3087,1.12,1.08,43.2,25.7,H,1.0,0.0,1482.7783732590992,1508.685276175617,0.5374805444707187
439,440,2017,2017-09-25,Arsenal,1.851066833797785,1.7479406213655395,2.3901830406984,1.8268989305625223,0.6280096762206191,1.2230571575771656,1.3858971306160022,1.2483643525658124,1.2521357923593481,West Bromwich Albion,0.981624685183769,0.9860412678696046,1.0275021195624363,1.0180927718433828,-0.30214045981413645,1.2837651449979048,1.2526921025633748,1.5971835012749462,1.3120094568870508,77.63,55.57,0.6835,0.1126,0.2039,2.09,0.71,56.9,23.2,H,2.0,0.0,1500.1999703827416,1501.6141369159718,0.5722887773692648
440,441,2017,2017-09-30,Huddersfield Town,0.7888528309280588,0.6813892394094346,0.8985999598919506,0.7979177121284718,0.2743845004883307,0.5144683304397282,1.0924225704263313,0.9882667829930649,0.5097000873771161,Tottenham Hotspur,2.3047882995636924,1.9440579052511135,1.7584789191021628,2.2616581219676304,1.5823231000147049,0.722465199548988,0.9090562350818908,0.9963387184452276,0.7397947425689256,47.99,81.97,0.1336,0.6407,0.2257,0.74,1.91,41.3,60.6,A,0.0,4.0,1508.6339546480274,1525.7644399246756,0.5500134556827292
441,442,2017,2017-09-30,West Ham United,1.1612692731854708,1.3031657200418825,1.1159979560942053,1.1583880560552902,-0.5795037419962519,1.740773015181723,1.5653947545718874,1.52102591018105,1.7024169014506914,Swansea City,1.0291861042775086,0.9919599162079162,1.142913824755317,1.0767489546090185,-0.5013331926951003,1.5305192969726096,1.6955578346589057,1.6303236927170288,1.506567991498723,58.5,54.6,0.4835,0.246,0.2705,1.55,1.03,32.7,34.7,H,1.0,0.0,1472.4808301638102,1479.454453928478,0.5644378186101935
442,443,2017,2017-09-30,West Bromwich Albion,0.9376999792507908,0.982191183976731,1.0106100529292996,0.972536230437398,-0.37811448750905313,1.3158144667598433,1.3071629122647277,1.652348273507303,1.3472696264881487,Watford,1.0859079133033929,1.0106919889051096,1.1112769161992482,1.1187072062618066,-0.7514537848952706,1.8373616981986631,1.5685610421559983,1.5346141280502554,1.848320654528214,54.88,56.37,0.4213,0.2789,0.2998,1.28,0.98,31.7,15.9,D,2.0,2.0,1491.9361367267948,1509.1026948834842,0.5499620615116838
443,444,2017,2017-09-30,Manchester United,1.7127410534060932,1.8473532135026225,1.8406605584758469,1.6160397136282483,1.1099018900713684,0.6028391633347242,0.9625067906491098,1.107501886672512,0.6273474656282378,Crystal Palace,0.9583624931204984,1.2204057319856942,1.3767952782083184,0.9490058891221853,-0.8111417635142456,1.769504256634744,1.4228015787776538,1.6671413509185418,1.7539915171841824,86.55,54.33,0.8448,0.0345,0.1207,2.63,0.38,54.4,43.3,H,4.0,0.0,1560.3123601139464,1439.8819313294891,0.7295990614512597
444,445,2017,2017-09-30,AFC Bournemouth,1.2967473422872728,1.1598745617136663,1.296301695520856,1.3346644122538314,-0.46438886214837927,1.7611362044356524,1.7013460712776074,1.7672612417838036,1.7559045111514544,Leicester City,1.3515739046188908,1.2738235635579644,1.0897875106364383,1.3762787103249736,-0.4022005713049435,1.7537744759238343,1.4560786827156367,1.838736997862674,1.7669177915515608,54.1,62.17,0.3648,0.372,0.2632,1.45,1.46,43.7,20.2,D,0.0,0.0,1461.222938751051,1477.8222319149756,0.550770137689521
